Tytuł;Tytuł org.;Rok;Długość;Ocena;Liczba ocen;Chce zobaczyć;Ocena krytyków;Liczba ocen krytyków;Reżyser;Scenariusz;Gatunek;Kraj;Box Office;Budżet;1;2;3;4;5;6;7;8;9;10;Komentarze;Typ długości;Region
Pracownik miesiąca;Employee of the Month;2004;97.0;5.923520088195801;2981;747;;;Mitch Rouse;Mitch Rouse, Jay Leggett;Dramat;USA;;;78;52;140;234;555;872;597;258;80;115;58;Długometrażowy;USA
Wyrok na Franciszka Kłosa;Wyrok na Franciszka Kłosa;2000;96.0;6.6127800941467285;2957;1095;;;Andrzej Wajda;Andrzej Wajda, Zygmunt Malanowicz;Dramat;Polska;;;77;22;87;104;295;659;796;577;261;79;78;Długometrażowy;Polska
Niewolnica;I Am Slave;2010;82.0;6.377540111541748;2956;1340;;;Gabriel Range;Jeremy Brock;Dramat;Wielka Brytania;;;11;16;81;159;443;809;877;381;116;63;113;Długometrażowy;Europa
The Bronze;The Bronze;2015;100.0;6.244410037994385;2954;1659;7.0;1.0;Bryan Buckley;Melissa Rauch, Winston Rauch;Dramat;USA;;;13;29;90;176;465;890;822;321;66;82;35;Długometrażowy;USA
Klub Jimmy'ego;Jimmy's Hall;2014;109.0;6.131279945373535;2948;4291;5.125;8.0;Ken Loach;Paul Laverty;Dramat;Wielka Brytania;560592.0;;22;25;98;179;456;904;899;305;44;16;61;Długometrażowy;Europa
Zagłada;Right at Your Door;2006;96.0;5.564330101013184;2938;1174;;;Chris Gorak;Chris Gorak;Dramat;USA;65018.0;;78;77;242;350;617;688;518;237;55;76;208;Długometrażowy;USA
Nie ma zmiłuj;Nie ma zmiłuj;2000;100.0;6.004759788513184;2939;722;5.5;2.0;Waldemar Krzystek;Waldemar Krzystek, Witold Horwath;Dramat;Polska;;;50;43;138;224;491;851;690;321;67;64;130;Długometrażowy;Polska
Najsamotniejsza z planet;The Loneliest Planet;2011;113.0;5.474279880523682;2935;3531;5.66667;3.0;Julia Loktev;Julia Loktev;Dramat;USA;;;92;118;327;271;567;614;561;270;82;33;187;Długometrażowy;USA
Niedźwiadek;Medvídek;2007;98.0;6.760069847106934;2930;1259;6.75;4.0;Jan Hřebejk;Petr Jarchovský;Dramat;Czechy;;;45;11;55;69;220;621;1081;611;152;65;42;Długometrażowy;Europa
Luzaki;Loosies;2011;88.0;6.324570178985596;2930;1209;;;Michael Corrente;Peter Facinelli;Dramat;USA;;;17;21;76;140;473;821;873;359;90;60;55;Długometrażowy;USA
Yamato;Otoko-tachi no Yamato;2005;145.0;6.444330215454102;2928;877;;;Jun'ya Satô;Jun'ya Satô;Dramat;Japonia;;;37;29;87;190;393;658;835;432;131;136;262;Długometrażowy;Pozostałe
Most na Renie;The Bridge at Remagen;1969;115.0;7.126239776611328;2923;1123;4.0;1.0;John Guillermin;William Roberts, Richard Yates;Dramat;USA;;;11;4;17;52;158;470;1151;773;169;118;72;Długometrażowy;USA
Stacja kosmiczna 76;Space Station 76;2014;104.0;5.038370132446289;2919;1761;5.0;1.0;Jack Plotnick;Jennifer Elise Cox, Sam Pancake;Dramat;USA;;;87;135;428;438;646;547;398;166;52;22;156;Długometrażowy;USA
MR 73;MR 73;2008;124.0;6.886829853057861;2916;1018;6.0;1.0;Olivier Marchal;Olivier Marchal;Dramat;Francja;;;14;12;62;99;244;559;948;661;206;111;184;Długometrażowy;Europa
Diagnoza zbrodni;Final Analysis;1992;124.0;6.486110210418701;2915;1750;6.0;1.0;Phil Joanou;Wesley Strick;Dramat;USA;28590665.0;;12;17;59;103;335;852;1004;399;75;59;86;Długometrażowy;USA
Hamburger Hill;Hamburger Hill;1987;112.0;6.816400051116943;2914;1680;6.0;1.0;John Irvin;James Carabatsos;Dramat;USA;13839404.0;;7;5;37;66;264;646;1121;559;134;75;103;Długometrażowy;USA
Księga miłości;The Devil and the Deep Blue Sea;2016;107.0;6.375;2904;3007;;;Bill Purple;Robbie Pickering, Bill Purple;Dramat;USA;;;14;18;64;146;406;877;856;360;107;56;28;Długometrażowy;USA
Naiwniak;Nobody's Fool;1994;110.0;7.18582010269165;2906;2923;7.33333;3.0;Robert Benton;Robert Benton;Dramat;USA;39491975.0;;10;4;18;51;178;492;983;780;257;133;43;Długometrażowy;USA
Przeklęta dzielnica;God's Pocket;2014;88.0;6.135859966278076;2900;2037;;;John Slattery;Alex Metcalf, John Slattery;Dramat;USA;;;14;21;114;177;464;885;830;325;52;18;75;Długometrażowy;USA
Środek świata;Die Mitte der Welt;2016;115.0;6.790540218353272;2898;1896;;;Jakob M. Erwa;Jakob M. Erwa;Dramat;Austria;;;28;13;56;113;262;598;938;573;213;104;28;Długometrażowy;Europa
Po tysiąc razy dobranoc;Tusen ganger god natt;2013;120.0;7.120120048522949;2897;2945;;;Erik Poppe;Erik Poppe, Harald Rosenløw-Eeg;Dramat;Norwegia;;;13;6;31;37;189;515;939;825;267;75;41;Długometrażowy;Europa
Fast Food Nation;Fast Food Nation;2006;116.0;5.98859977722168;2895;2098;5.5;2.0;Richard Linklater;Richard Linklater, Eric Schlosser;Dramat;USA;1005539.0;;39;36;141;240;560;762;707;257;64;89;103;Długometrażowy;USA
Wojna;The War;1994;127.0;7.531099796295166;2894;2149;6.0;1.0;Jon Avnet;Kathy McWorter;Dramat;USA;16928556.0;;19;7;12;26;120;301;842;978;392;197;51;Długometrażowy;USA
Balanga;Balanga;1993;76.0;5.001039981842041;2895;1080;4.5;2.0;Łukasz Wylężałek;Łukasz Wylężałek;Dramat;Polska;;;249;227;320;314;484;526;429;205;70;71;177;Średniometrażowy;Polska
Słodka Irma;Irma la Douce;1963;147.0;7.378280162811279;2892;1880;6.66667;6.0;Billy Wilder;Billy Wilder, I.A.L. Diamond;Dramat;USA;20000000.0;5000000.0;17;6;19;45;144;345;938;879;306;193;34;Długometrażowy;USA
Piksele;Piksele;2009;99.0;5.424570083618164;2890;1310;4.0;2.0;Jacek Lusiński;Jacek Lusiński;Dramat;Polska;;;109;98;319;343;556;613;461;247;58;86;115;Długometrażowy;Polska
Snajper: Kolejne starcie;Sniper: Reloaded;2011;91.0;5.790470123291016;2897;491;;;Claudio Fäh;John Fasano;Dramat;RPA;;;27;59;167;320;641;766;538;215;78;86;72;Długometrażowy;Pozostałe
Twierdza;The Keep;1983;96.0;5.368639945983887;2889;1684;3.0;2.0;Michael Mann;Michael Mann;Dramat;USA;4218594.0;6000000.0;78;129;295;389;574;625;477;195;56;71;350;Długometrażowy;USA
Zaginiona;Perdida;2018;103.0;5.783180236816406;2878;566;;;Alejandro Montiel;Jorge Maestro, Alejandro Montiel;Dramat;Argentyna;;;12;39;125;265;665;930;612;166;38;26;30;Długometrażowy;Pozostałe
Końcowe odliczanie;The Final Countdown;1980;103.0;6.637969970703125;2881;966;6.0;1.0;Don Taylor;David Ambrose, Thomas Hunter;Dramat;USA;16647800.0;;10;19;35;118;287;757;1010;440;118;87;92;Długometrażowy;USA
Test na przyjaźń;Unpregnant;2020;99.0;5.815999984741211;2875;737;7.0;1.0;Rachel Lee Goldenberg;Ted Caplan, Jenni Hendriks;Dramat;USA;;;144;43;112;164;454;909;723;249;48;29;155;Długometrażowy;USA
Dziewczynka z kotem;Incompresa;2014;103.0;6.918610095977783;2875;5178;5.88889;9.0;Asia Argento;Asia Argento, Barbara Alberti;Dramat;Włochy;;;15;19;49;90;248;509;900;744;225;76;62;Długometrażowy;Europa
Nie ma tego złego;Smukke mennesker;2010;93.0;7.101980209350586;2873;3389;6.5;2.0;Mikkel Munch-Fals;Mikkel Munch-Fals;Dramat;Dania;;;14;13;46;73;163;429;950;830;295;60;62;Długometrażowy;Europa
Skin;Skin;2008;85.0;6.46353006362915;2865;1160;;;Hanro Smitsman;Philip Delmaar, Hanro Smitsman;Dramat;Holandia;;;9;13;80;147;367;739;887;477;99;47;105;Długometrażowy;Europa
Młode lwy;The Young Lions;1958;167.0;7.625959873199463;2866;3779;7.0;2.0;Edward Dmytryk;Edward Anhalt;Dramat;USA;;;20;19;31;62;113;256;637;970;443;315;81;Długometrażowy;USA
Ajami;Ajami;2009;120.0;6.803709983825684;2858;2501;;;Scandar Copti, Yaron Shani;Yaron Shani, Scandar Copti;Dramat;Niemcy;622403.0;1000000.0;12;20;70;89;263;506;995;685;149;69;107;Długometrażowy;Europa
Żyła sobie baba;Zhila-byla odna baba;2011;150.0;6.728040218353272;2857;2203;;;Andrey Smirnov;Andrey Smirnov;Dramat;Rosja;;;17;19;59;97;284;574;999;588;159;61;129;Długometrażowy;Europa
Koniec trasy;The End of the Tour;2015;106.0;6.7495598793029785;2859;3977;7.15385;13.0;James Ponsoldt;Donald Margulies;Dramat;USA;3002884.0;;13;9;62;103;252;589;996;647;154;34;60;Długometrażowy;USA
Uczeń;(M)uchenik;2016;118.0;6.446859836578369;2851;5886;6.57143;7.0;Kiriłł Sieriebriennikow;Kiriłł Sieriebriennikow;Dramat;Rosja;;;34;31;95;128;337;714;789;556;123;44;85;Długometrażowy;Europa
Przystojniak;Johnny Handsome;1989;94.0;6.360350131988525;2850;1389;6.0;1.0;Walter Hill;Ken Friedman;Dramat;USA;7237794.0;20000000.0;15;13;42;123;393;951;896;295;55;67;25;Długometrażowy;USA
Palacz;Kochegar;2010;87.0;6.757040023803711;2840;1901;6.0;5.0;Aleksiej Bałabanow;Aleksiej Bałabanow;Dramat;Rosja;;;9;22;51;83;285;635;942;565;177;71;66;Długometrażowy;Europa
Almanya;Almanya - Willkommen in Deutschland;2011;97.0;7.025720119476318;2838;1796;7.0;1.0;Yasemin Şamdereli;Yasemin Şamdereli, Nesrin Şamdereli;Dramat;Niemcy;;;15;12;33;61;165;476;1065;745;199;67;63;Długometrażowy;Europa
Instynkt wilka - Gorzkie kwiaty;Varg Veum - Bitre blomster;2007;90.0;6.629059791564941;2836;1214;;;Ulrik Imtiaz Rolfsen;Thomas Moldestad;Dramat;Norwegia;;;5;5;25;87;267;808;1093;421;90;35;56;Długometrażowy;Europa
Sens życia oraz jego brak;VAN valami furcsa és megmagyarázhatatlan;2014;96.0;6.675620079040527;2830;5207;6.5;4.0;Gábor Reisz;Gábor Reisz;Dramat;Węgry;;;13;16;69;112;286;616;938;570;160;50;41;Długometrażowy;Europa
Fragmenty Tracey;The Tracey Fragments;2007;77.0;6.936039924621582;2830;4256;7.0;5.0;Bruce McDonald;Maureen Medved;Dramat;Kanada;;;33;20;78;146;213;456;724;709;313;138;121;Średniometrażowy;Pozostałe
Pierwszy krok w kosmos;The Right Stuff;1983;193.0;7.330029964447021;2827;4631;8.5;4.0;Philip Kaufman;Philip Kaufman;Dramat;USA;21192102.0;27000000.0;24;12;18;58;118;344;902;907;276;168;86;Długometrażowy;USA
Zanim zniknę;Before I Disappear;2014;93.0;7.132040023803711;2825;3901;5.0;2.0;Shawn Christensen;Shawn Christensen;Dramat;USA;;;10;11;32;68;164;451;937;790;277;85;52;Długometrażowy;USA
Bunraku;Bunraku;2010;118.0;6.585519790649414;2818;2586;;;Guy Moshe;Guy Moshe;Dramat;USA;;;31;42;102;138;309;590;762;524;226;94;143;Długometrażowy;USA
7 więźniów;7 Prisioneiros;2021;93.0;6.726920127868652;2827;519;;;Alexandre Moratto;Alexandre Moratto, Thayná Mantesso;Dramat;Brazylia;;;6;4;26;46;213;789;1133;507;75;28;37;Długometrażowy;Pozostałe
Byt;The Entity;1982;125.0;6.466619968414307;2816;1725;6.0;1.0;Sidney J. Furie;Frank De Felitta;Dramat;USA;13277558.0;;23;29;97;148;318;692;852;453;124;80;266;Długometrażowy;USA
96 minut;96 Minutes;2011;93.0;5.961619853973389;2814;1014;;;Aimee Lagos;Aimee Lagos;Dramat;USA;;;22;25;151;234;558;795;633;285;66;45;90;Długometrażowy;USA
Studenci;Higher Learning;1995;127.0;7.216060161590576;2814;3153;7.0;1.0;John Singleton;John Singleton;Dramat;USA;38290723.0;;23;26;52;76;165;358;796;825;304;189;72;Długometrażowy;USA
Niebo i piekło;Tengoku to jigoku;1963;143.0;8.012069702148438;2817;5536;7.66667;3.0;Akira Kurosawa;Eijirô Hisaita, Ryûzô Kikushima;Dramat;Japonia;;;21;6;17;24;55;141;487;1079;642;345;38;Długometrażowy;Pozostałe
Obrazy bez autora;Werk ohne Autor;2018;188.0;7.145699977874756;2814;4374;5.28571;7.0;Florian Henckel von Donnersmarck;Florian Henckel von Donnersmarck;Dramat;Niemcy;1304042.0;1400000.0;19;8;31;59;171;437;933;784;256;116;107;Długometrażowy;Europa
Fajerwerki próżności;The Bonfire of the Vanities;1990;123.0;6.267519950866699;2811;2327;4.33333;3.0;Brian De Palma;Michael Cristofer;Dramat;USA;15691192.0;47000000.0;39;19;76;146;419;866;792;286;74;94;38;Długometrażowy;USA
Morderca ze wschodu;Evilenko;2004;111.0;6.553020000457764;2810;1613;;;David Grieco;David Grieco;Dramat;Włochy;;;16;33;77;154;321;612;883;489;135;90;134;Długometrażowy;Europa
Piękny chłopak;Beautiful Boy;2010;100.0;6.272270202636719;2806;2419;3.0;1.0;Shawn Ku;Shawn Ku, Michael Armbruster;Dramat;USA;;;12;15;76;181;448;773;828;365;68;40;52;Długometrażowy;USA
Incydent;San suk si gin;2009;120.0;6.891660213470459;2806;1101;;;Tung-shing Yee;Tung-shing Yee, Tin Nam Chun;Dramat;Hongkong;;;26;13;50;88;260;534;931;554;169;181;83;Długometrażowy;Pozostałe
Jak być sobą;I Heart Huckabees;2004;106.0;5.880209922790527;2805;4047;6.66667;3.0;David O. Russell;David O. Russell, Jeff Baena;Dramat;USA;12785432.0;20000000.0;113;74;215;293;498;464;501;338;159;150;106;Długometrażowy;USA
Szalone mamuśki;Cougars, Inc.;2011;87.0;5.1316399574279785;2803;1052;;;K. Asher Levin;K. Asher Levin;Dramat;USA;;;68;106;318;451;705;594;359;124;28;50;48;Długometrażowy;USA
Krzyk sowy;The Cry of the Owl;2009;100.0;5.501609802246094;2787;1141;;;Jamie Thraves;Jamie Thraves;Dramat;Niemcy;;;44;65;240;318;679;718;476;147;44;56;120;Długometrażowy;Europa
Ava;Ava;2020;96.0;4.8963398933410645;2788;941;;;Tate Taylor;Matthew Newton;Dramat;USA;497747.0;;50;124;390;511;724;605;250;89;23;22;47;Długometrażowy;USA
Syrup;Syrup;2013;90.0;5.655049800872803;2783;2302;2.0;1.0;Aram Rappaport;Aram Rappaport, Max Barry;Dramat;USA;;;50;60;229;275;556;775;500;230;69;39;43;Długometrażowy;USA
Dotyk grzechu;Tian zhu ding;2013;133.0;6.394599914550781;2780;6087;7.2;10.0;Zhangke Jia;Zhangke Jia;Dramat;Chiny;;;22;26;107;148;333;666;864;476;107;31;43;Długometrażowy;Pozostałe
And While We Were Here;And While We Were Here;2012;83.0;6.651659965515137;2776;4754;;;Kat Coiro;Kat Coiro;Dramat;USA;;;16;13;77;126;319;600;847;523;170;85;57;Długometrażowy;USA
Jesienni zabójcy;November Criminals;2017;85.0;5.336840152740479;2755;3292;3.0;1.0;Sacha Gervasi;Sacha Gervasi, Steven Knight;Dramat;USA;;;24;38;243;407;847;667;336;122;29;42;33;Długometrażowy;USA
Na mlecznej drodze;On the Milky Road;2016;125.0;6.46422004699707;2753;5880;3.8;5.0;Emir Kusturica;Emir Kusturica;Dramat;Serbia;;;36;32;123;165;352;576;715;463;168;123;67;Długometrażowy;Europa
Cuda;Le meraviglie;2014;110.0;6.1867499351501465;2747;5044;6.90909;11.0;Alice Rohrwacher;Alice Rohrwacher;Dramat;Włochy;;;42;33;139;171;417;660;716;424;113;32;19;Długometrażowy;Europa
Just Before I Go;Just Before I Go;2014;95.0;6.349979877471924;2743;2054;;;Courteney Cox;David Flebotte;Dramat;USA;;;17;17;90;154;346;774;837;379;74;55;27;Długometrażowy;USA
Sam przeciw wszystkim;Seul contre tous;1998;93.0;7.0390400886535645;2741;5980;6.66667;6.0;Gaspar Noé;Gaspar Noé;Dramat;Francja;;;26;17;51;80;191;418;827;757;287;87;46;Długometrażowy;Europa
Jej twarz;The Last Face;2016;132.0;6.090640068054199;2736;3906;2.0;1.0;Sean Penn;Erin Dignam;Dramat;USA;;;28;49;147;206;453;697;645;348;103;60;37;Długometrażowy;USA
Bohater;Ghahreman;2021;127.0;7.164090156555176;2779;3278;7.5;18.0;Asghar Farhadi;Asghar Farhadi;Dramat;Iran;;;10;1;24;31;117;418;1048;934;160;36;53;Długometrażowy;Pozostałe
Piranie;La paranza dei bambini;2019;110.0;6.35968017578125;2733;2002;6.42857;7.0;Claudio Giovannesi;Claudio Giovannesi, Maurizio Braucci;Dramat;Włochy;23494.0;;14;16;55;109;343;865;952;287;51;41;74;Długometrażowy;Europa
Moja staruszka;My Old Lady;2014;107.0;6.477670192718506;2732;1790;6.0;1.0;Israel Horovitz;Israel Horovitz;Dramat;USA;4013786.0;;9;10;61;113;300;791;914;444;63;27;42;Długometrażowy;USA
Niepamięć;Mila;2020;90.0;6.665329933166504;2740;2463;6.15385;13.0;Christos Nikou;Christos Nikou, Stavros Raptis;Dramat;Grecja;;;11;17;45;74;231;724;996;491;122;29;12;Długometrażowy;Europa
Agnozja;Agnosia;2010;105.0;5.204840183258057;2729;1828;5.0;1.0;Eugenio Mira;Antonio Trashorras;Dramat;Hiszpania;;;57;97;300;385;711;584;393;138;41;23;108;Długometrażowy;Europa
2:37;2:37;2006;99.0;7.103409767150879;2727;3899;;;Murali K. Thalluri;Murali K. Thalluri;Dramat;Australia;;;20;16;66;89;230;402;706;705;309;184;168;Długometrażowy;Pozostałe
Graficiarze;Wholetrain;2006;82.0;7.02908992767334;2716;1392;5.0;1.0;Florian Gaag;Florian Gaag;Dramat;Niemcy;;;54;12;57;66;201;438;823;614;238;213;115;Długometrażowy;Europa
Ludzie, których znam;People I Know;2002;100.0;5.89424991607666;2714;1346;6.25;4.0;Daniel Algrant;Jon Robin Baitz;Dramat;USA;;;39;39;133;234;576;701;648;232;53;59;92;Długometrażowy;USA
Gra Ripleya;Ripley's Game;2002;112.0;6.585179805755615;2712;2267;7.0;3.0;Liliana Cavani;Charles McKeown, Liliana Cavani;Dramat;USA;;;10;12;62;106;293;679;950;438;98;64;40;Długometrażowy;USA
Kolonia karna;No Escape;1994;118.0;6.59181022644043;2712;990;;;Martin Campbell;Michael Gaylin, Joel Gross;Dramat;USA;15339030.0;20000000.0;8;21;43;104;321;691;914;436;95;79;86;Długometrażowy;USA
Kataklizm;Dans la brume;2018;89.0;5.224810123443604;2709;451;;;Daniel Roby;Guillaume Lemans , Jimmy Bemon;Dramat;Francja;;;44;80;268;369;731;729;340;101;17;30;62;Długometrażowy;Europa
Krzyż walecznych;Krzyż walecznych;1958;84.0;7.199039936065674;2713;1179;7.25;8.0;Kazimierz Kutz;Józef Hen;Dramat;Polska;;;9;11;14;47;140;427;928;784;290;63;39;Długometrażowy;Polska
Don's Plum;Don's Plum;2001;89.0;6.605989933013916;2703;4808;3.0;1.0;R.D. Robb;R.D. Robb, Bethany Ashton Wolf;Dramat;USA;;;50;44;128;179;328;544;609;333;93;395;115;Długometrażowy;USA
Burning Man;Burning Man;2011;109.0;7.010359764099121;2703;3803;;;Jonathan Teplitzky;Jonathan Teplitzky;Dramat;Wielka Brytania;;;13;7;53;60;221;458;849;719;255;68;58;Długometrażowy;Europa
W kleszczach lęku;The Innocents;1961;100.0;7.147980213165283;2703;3803;8.375;8.0;Jack Clayton;William Archibald, Truman Capote;Dramat;Wielka Brytania;;;6;8;31;64;198;508;797;675;227;189;61;Długometrażowy;Europa
Ucieczka skazańca;Un condamné à mort s'est échappé ou Le vent souffle où il veut;1956;99.0;7.419750213623047;2704;8023;8.375;8.0;Robert Bresson;Robert Bresson;Dramat;Francja;;;42;27;33;68;120;262;681;819;415;237;27;Długometrażowy;Europa
Anomalia;La Cinquième Saison;2012;93.0;6.532810211181641;2697;5530;7.0;3.0;Peter Brosens, Jessica Woodworth;Peter Brosens, Jessica Woodworth;Dramat;Belgia;;;41;43;124;135;333;475;695;536;238;77;111;Długometrażowy;Europa
Klub samobójców;Jisatsu Circle;2001;99.0;6.215879917144775;2696;2763;7.0;1.0;Sion Sono;Sion Sono;Dramat;Japonia;;;52;53;118;199;379;619;675;388;118;95;148;Długometrażowy;Pozostałe
Szynka, szynka;Jamón, jamón;1992;95.0;6.321800231933594;2688;4099;6.0;1.0;Bigas Luna;Bigas Luna, Cuca Canals;Dramat;Hiszpania;;;35;31;83;164;352;705;773;374;112;59;63;Długometrażowy;Europa
Na złamanie karku;Horem pádem;2004;108.0;7.300670146942139;2684;1804;6.75;4.0;Jan Hřebejk;Jan Hřebejk, Petr Jarchovský;Dramat;Czechy;245127.0;;13;7;29;34;126;346;885;869;258;117;63;Długometrażowy;Europa
Ojciec panny młodej;Father of the Bride;2022;117.0;5.325590133666992;2712;293;4.0;2.0;Gary Alazraki;Matt Lopez;Dramat;USA;;;13;38;212;412;800;752;363;94;15;13;25;Długometrażowy;USA
17 dziewczyn;17 filles;2011;90.0;5.541560173034668;2683;1519;7.0;1.0;Delphine Coulin, Muriel Coulin;Delphine Coulin, Muriel Coulin;Dramat;Francja;;;30;46;188;303;662;779;476;157;22;20;75;Długometrażowy;Europa
Ostatnie zadanie;The Last Detail;1973;103.0;7.331590175628662;2684;3222;7.16667;6.0;Hal Ashby;Robert Towne;Dramat;USA;;;15;6;20;39;106;353;918;831;247;149;35;Długometrażowy;USA
9 mil;El Niño;2014;136.0;6.115910053253174;2683;2261;5.5;2.0;Daniel Monzón;Daniel Monzón, Jorge Guerricaechevarría;Dramat;Hiszpania;;;17;17;88;159;448;886;741;254;47;26;106;Długometrażowy;Europa
Lot 93 z Newark;Flight 93;2006;90.0;6.174870014190674;2682;671;;;Peter Markle;Nevin Schreiner;Dramat;USA;;;54;40;116;189;421;662;691;301;79;129;276;Długometrażowy;USA
Poliss;Polisse;2011;127.0;7.00186014175415;2683;2639;6.75;4.0;Maïwenn;Maïwenn, Emmanuelle Bercot;Dramat;Francja;211440.0;;23;10;52;56;196;424;871;769;230;52;78;Długometrażowy;Europa
W pełnym słońcu;Plein soleil;1960;118.0;7.653979778289795;2679;4898;7.66667;3.0;René Clément;René Clément, Paul Gégauff;Dramat;Francja;618090.0;;13;3;14;13;78;208;724;1105;364;157;125;Długometrażowy;Europa
Pierwsza krowa;First Cow;2019;121.0;6.717430114746094;2679;4329;7.55;20.0;Kelly Reichardt;Jonathan Raymond, Kelly Reichardt;Dramat;USA;101068.0;;9;21;60;76;231;568;940;665;92;17;28;Długometrażowy;USA
Mechanik: Czas zemsty;The Mechanik;2005;94.0;5.726799964904785;2672;501;;;Dolph Lundgren;Bryan Edward Hill;Dramat;USA;;;64;79;174;287;553;653;475;204;60;123;62;Długometrażowy;USA
Atlantyk;Atlantique;2019;104.0;6.328969955444336;2675;2526;7.42857;14.0;Mati Diop;Mati Diop, Olivier Demangel;Dramat;Francja;;;25;26;118;153;355;608;817;451;83;39;22;Długometrażowy;Europa
Sen na jawie;Sleepwalking;2008;100.0;6.398499965667725;2670;3126;6.0;1.0;Bill Maher;Zac Stanford;Dramat;USA;;;19;21;78;149;410;644;806;354;85;104;120;Długometrażowy;USA
Wino na medal;Bottle Shock;2008;110.0;6.443990230560303;2669;2015;;;Randall Miller;Randall Miller, Jody Savin;Dramat;USA;4078607.0;5000000.0;34;11;60;101;310;759;919;327;74;74;59;Długometrażowy;USA
Leningrad;Leningrad;2007;120.0;6.190149784088135;2661;1118;;;Aleksandr Buravsky;Aleksandr Buravsky;Dramat;Rosja;;;23;27;118;191;433;683;691;340;93;62;131;Długometrażowy;Europa
Gliniarze to dranie;A.C.A.B.: All Cops Are Bastards;2012;112.0;6.467470169067383;2659;1023;;;Stefano Sollima;Daniele Cesarano, Barbara Petronio;Dramat;Włochy;;;8;11;44;127;328;725;923;393;68;32;86;Długometrażowy;Europa
Strażnik;Boy Wonder;2010;93.0;6.664780139923096;2655;712;;;Michael Morrissey;Michael Morrissey;Dramat;USA;;;12;12;38;95;248;629;992;497;89;43;99;Długometrażowy;USA
Wyjście;Exit;2006;100.0;6.123539924621582;2655;1724;;;Peter Lindmark;Peter Lindmark;Dramat;Szwecja;;;20;17;90;169;468;804;758;226;50;53;82;Długometrażowy;Europa
Paddleton;Paddleton;2019;89.0;6.734010219573975;2658;1235;7.5;2.0;Alex Lehmann;Alex Lehmann, Mark Duplass;Dramat;USA;;;11;19;40;66;237;616;973;528;130;38;23;Długometrażowy;USA
Mała królowa;La petite reine;2014;108.0;6.7861199378967285;2651;956;;;Alexis Durand-Brault;Sophie Lorain, Catherine Léger;Dramat;Kanada;;;4;4;16;68;220;663;1023;505;101;47;52;Długometrażowy;Pozostałe
Wbrew rodzinie;Trespass Against Us;2016;98.0;6.291120052337647;2645;2938;3.0;1.0;Adam Smith;Alastair Siddons;Dramat;Wielka Brytania;;;18;34;101;169;510;756;563;176;40;278;61;Długometrażowy;Europa
Jarhead 3: Oblężenie;Jarhead 3: The Siege;2016;89.0;5.498859882354736;2642;730;;;William Kaufman;Chad Law, Michael D. Weiss;Dramat;USA;;;46;67;266;315;608;631;400;186;54;69;61;Długometrażowy;USA
